Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS3102059,Shinji,"{""type"":""Point"",""coordinates"":[32.9301416,-9.3584933,0]}",6666
PS3103104,Namwangwa,"{""type"":""Point"",""coordinates"":[33.0651301,-9.3098361,0]}",6782
PS3102071,Bulanga,"{""type"":""Point"",""coordinates"":[33.4710267,-9.5882167,0]}",6864
PS3102082,Muungano,"{""type"":""Point"",""coordinates"":[33.4885263,-9.4285413,0]}",7062
PS3102008,Chikumbulu,"{""type"":""Point"",""coordinates"":[33.5327617,-9.4521067,0]}",7341
PS3103135,Uyole,"{""type"":""Point"",""coordinates"":[32.9081331,-9.2138163,0]}",7344
PS3103057,Ivugula,"{""type"":""Point"",""coordinates"":[33.0717266,-8.9856616,0]}",7431
PS3103090,Msamba-I,"{""type"":""Point"",""coordinates"":[32.9664161,-9.2219931,0]}",7464
PS3105022,Namole,"{""type"":""Point"",""coordinates"":[32.7523231,-9.2200596,0]}",7466
PS3102057,Sapanda,"{""type"":""Point"",""coordinates"":[33.4406889,-9.1822492,0]}",7492
PS3103087,Mpela,"{""type"":""Point"",""coordinates"":[32.8229811,-9.1013461,0]}",7518
PS3103004,Chizumbi,"{""type"":""Point"",""coordinates"":[32.9460716,-9.2652133,0]}",7539
PS3103053,Itentula,"{""type"":""Point"",""coordinates"":[32.6947996,-8.8845677,0]}",7657
PS3103119,Senjele,"{""type"":""Point"",""coordinates"":[33.164402,-8.9509041,0]}",7664
PS3103132,Twinzi,"{""type"":""Point"",""coordinates"":[32.8618767,-8.8052066,0]}",7677
PS3103012,Hantesya,"{""type"":""Point"",""coordinates"":[32.9876612,-9.2093943,0]}",7766
PS3102042,Mapogoro,"{""type"":""Point"",""coordinates"":[32.9966766,-9.34951838,0]}",7818
PS3101007,Wanzani,"{""type"":""Point"",""coordinates"":[33.0323158,-8.5146842,0]}",7834
PS3103115,Ruanda,"{""type"":""Point"",""coordinates"":[33.0997361,-8.9650711,0]}",7909
PS3103086,Mpanda,"{""type"":""Point"",""coordinates"":[33.0163766,-9.24695,0]}",7930
PS3102078,Ipanga,"{""type"":""Point"",""coordinates"":[32.9311805,-9.3052725,0]}",8085
PS3102006,Chembe,"{""type"":""Point"",""coordinates"":[33.4923084,-9.5851048,0]}",8086
PS3102014,Ibungu,"{""type"":""Point"",""coordinates"":[33.4542151,-9.554284,0]}",8152
PS3102067,Shikunga,"{""type"":""Point"",""coordinates"":[33.3997633,-9.4020683,0]}",8185
PS3103158,Sai,"{""type"":""Point"",""coordinates"":[32.7277488,-9.0842442,0]}",8187
PS3103100,Myovizi,"{""type"":""Point"",""coordinates"":[33.0766083,-8.9428033,0]}",8208
PS3101052,Sawi,"{""type"":""Point"",""coordinates"":[33.0571082,-8.6079509,0]}",8272
PS3102062,Mtima,"{""type"":""Point"",""coordinates"":[32.9845458,-9.3727004,0]}",8318
PS3102054,Ngulugulu,"{""type"":""Point"",""coordinates"":[33.5498566,-9.411675,0]}",8354
PS3104003,Chindi,"{""type"":""Point"",""coordinates"":[32.578959,-9.036349,0]}",8407
PS3103035,Ileya,"{""type"":""Point"",""coordinates"":[33.108629,-8.969072,0]}",8442
PS3103110,Nsenga,"{""type"":""Point"",""coordinates"":[32.989555,-8.8506083,0]}",8472
PS3104074,Namitoo,"{""type"":""Point"",""coordinates"":[32.332314,-8.588522,0]}",8589
PS3102079,Ndapwa,"{""type"":""Point"",""coordinates"":[33.4689633,-9.2918217,0]}",8649
PS3102029,Kalembo,"{""type"":""Point"",""coordinates"":[33.4540113,-9.4926085,0]}",8677
PS3103069,Magamba,"{""type"":""Point"",""coordinates"":[32.9257261,-8.8023172,0]}",8689
PS3101040,Totowe,"{""type"":""Point"",""coordinates"":[32.941325,-8.5440583,0]}",8689
PS3102060,Shiringa,"{""type"":""Point"",""coordinates"":[33.4455243,-9.3107949,0]}",8749
PS3102034,Lali,"{""type"":""Point"",""coordinates"":[33.385935,-9.352255,0]}",8878
PS3103155,Nampanji,"{""type"":""Point"",""coordinates"":[32.6617833,-8.7926067,0]}",8917
PS3102027,Izuba,"{""type"":""Point"",""coordinates"":[33.1426244,-9.4700025,0]}",8961
PS3103176,Kaloleni,"{""type"":""Point"",""coordinates"":[32.7150817,-9.0526267,0]}",9007
PS3103082,Mbulu,"{""type"":""Point"",""coordinates"":[33.0479766,-8.9572834,0]}",9049
PS3103121,Shidunda,"{""type"":""Point"",""coordinates"":[33.0626153,-9.1720682,0]}",9066
PS3103089,Mponela,"{""type"":""Point"",""coordinates"":[32.8266825,-9.2051421,0]}",9210
PS3104036,Mkulwe,"{""type"":""Point"",""coordinates"":[32.316275,-8.58166,0]}",9344
PS3102009,Chilemba,"{""type"":""Point"",""coordinates"":[33.4730866,-9.3932883,0]}",9406
PS3104060,Nzoka,"{""type"":""Point"",""coordinates"":[32.20558,-8.77173,0]}",9493
PS3104037,Mkutano,"{""type"":""Point"",""coordinates"":[32.168468,-8.706195,0]}",9508
PS3104061,Samang'Ombe,"{""type"":""Point"",""coordinates"":[32.480456,-8.357604,0]}",9518
PS3102020,Ipande,"{""type"":""Point"",""coordinates"":[33.5474833,-9.3493477,0]}",9550
PS3103162,Izumbi,"{""type"":""Point"",""coordinates"":[33.0775556,-9.2171156,0]}",9564
PS3102073,Ilomba,"{""type"":""Point"",""coordinates"":[33.3389983,-9.2909583,0]}",9577
PS3104027,Lwatwe,"{""type"":""Point"",""coordinates"":[32.4900649,-8.3680983,0]}",9672
PS3104023,Kapele,"{""type"":""Point"",""coordinates"":[32.178817,-9.069435,0]}",9745
PS3102024,Itale,"{""type"":""Point"",""coordinates"":[33.2959566,-9.277375,0]}",9800
PS3102058,Sheyo,"{""type"":""Point"",""coordinates"":[33.3658967,-9.3403567,0]}",9879
PS3103066,Lusungo,"{""type"":""Point"",""coordinates"":[33.2116341,-8.9735033,0]}",9883
PS3104054,Nkangamo,"{""type"":""Point"",""coordinates"":[32.62188333,-9.2457333,0]}",9891
PS3102028,Kabale,"{""type"":""Point"",""coordinates"":[33.4344433,-9.4799417,0]}",10023
PS3105023,Nandanga,"{""type"":""Point"",""coordinates"":[32.8943934,-9.2973099,0]}",10053
PS3102016,Ikinga,"{""type"":""Point"",""coordinates"":[33.564627,-9.500765,0]}",10068
PS3102056,Sange,"{""type"":""Point"",""coordinates"":[33.5063506,-9.4179455,0]}",10130
PS3102011,Ibaba,"{""type"":""Point"",""coordinates"":[33.3795292,-9.3875655,0]}",10153
PS3103044,Ipyana,"{""type"":""Point"",""coordinates"":[33.1708633,-9.0593555,0]}",10187
PS3102041,Malangali,"{""type"":""Point"",""coordinates"":[33.4632183,-9.5493916,0]}",10190
PS3102044,Mbembati,"{""type"":""Point"",""coordinates"":[33.4698866,-9.3454116,0]}",10199
PS3103149,Lukululu,"{""type"":""Point"",""coordinates"":[33.0950702,-9.1552244,0]}",10228
PS3102068,Ileya,"{""type"":""Point"",""coordinates"":[33.236773,-9.271343,0]}",10235
PS3103073,Malingo,"{""type"":""Point"",""coordinates"":[33.1250966,-9.1903983,0]}",10310
PS3102010,Chitete,"{""type"":""Point"",""coordinates"":[33.0392366,-9.3766916,0]}",10328
PS3104006,Chitete,"{""type"":""Point"",""coordinates"":[33.0392366,-9.3766916,0]}",10328
PS3101014,Mheza,"{""type"":""Point"",""coordinates"":[32.7553083,-8.5428083,0]}",10361
PS3104002,Chilulumo,"{""type"":""Point"",""coordinates"":[32.35967666,-8.6473233,0]}",10445
PS3103038,Ilyika,"{""type"":""Point"",""coordinates"":[32.9692066,-9.1846733,0]}",10447
PS3103046,Isandula,"{""type"":""Point"",""coordinates"":[32.9316722,-9.1955023,0]}",10464
PS3101043,Isanzu,"{""type"":""Point"",""coordinates"":[32.7518375,-8.5406656,0]}",10526
PS3104014,Isanga,"{""type"":""Point"",""coordinates"":[32.5135833,-9.1586816,0]}",10533
PS3103042,Iporoto,"{""type"":""Point"",""coordinates"":[32.8517931,-8.8264721,0]}",10542
PS3101056,Chota,"{""type"":""Point"",""coordinates"":[33.010995,-8.386527,0]}",10544
PS3101008,Swela,"{""type"":""Point"",""coordinates"":[33.0034579,-8.6143454,0]}",10616
PS3104055,Nsanzya,"{""type"":""Point"",""coordinates"":[32.3728033,-8.6859033,0]}",10687
PS3101027,Songambele,"{""type"":""Point"",""coordinates"":[32.9006366,-8.6104166,0]}",10747
PS3103143,Hankomo,"{""type"":""Point"",""coordinates"":[32.7990563,-8.7972405,0]}",10820
PS3102048,Mlale,"{""type"":""Point"",""coordinates"":[33.14613,-9.34428,0]}",10906
PS3102050,Mtula,"{""type"":""Point"",""coordinates"":[33.5425908,-9.3693594,0]}",10906
PS3102021,Ipoka,"{""type"":""Point"",""coordinates"":[33.4977233,-9.4860982,0]}",10917
PS3101026,Magamba,"{""type"":""Point"",""coordinates"":[32.9224743,-8.6102183,0]}",10933
PS3103102,Nambinzo,"{""type"":""Point"",""coordinates"":[32.6642178,-8.8228771,0]}",10970
PS3103142,Mafumbo,"{""type"":""Point"",""coordinates"":[33.1825377,-9.1826276,0]}",11011
PS3101015,Saza,"{""type"":""Point"",""coordinates"":[32.9994667,-8.3862016,0]}",11017
PS3102043,Mbebe,"{""type"":""Point"",""coordinates"":[32.9599216,-9.3239283,0]}",11115
PS3102022,Isoko,"{""type"":""Point"",""coordinates"":[33.4977233,-9.4869957,0]}",11167
PS3101054,Magadini,"{""type"":""Point"",""coordinates"":[33.10806,-8.5939,0]}",11522
PS3103013,Haraka,"{""type"":""Point"",""coordinates"":[33.1351121,-9.2210633,0]}",11627
PS3103138,Welu-I,"{""type"":""Point"",""coordinates"":[32.8398533,-9.0611466,0]}",11633
PS3103111,Nsoga,"{""type"":""Point"",""coordinates"":[33.223206,-9.1016492,0]}",11704
PS3103083,Mimbi,"{""type"":""Point"",""coordinates"":[33.1422316,-9.1669166,0]}",11713
PS3104032,Mengo,"{""type"":""Point"",""coordinates"":[32.486121,-9.06063,0]}",11765
PS3103034,Ilengo,"{""type"":""Point"",""coordinates"":[33.0210933,-9.1850333,0]}",11773
PS3103023,Idunda,"{""type"":""Point"",""coordinates"":[33.2021716,-9.0889366,0]}",11810
PS3104053,Nkala,"{""type"":""Point"",""coordinates"":[32.4949783,-8.8528466,0]}",11834
PS3101044,Manda,"{""type"":""Point"",""coordinates"":[32.751435,-8.5291533,0]}",11876
PS3104065,Tontela,"{""type"":""Point"",""coordinates"":[32.384647,-8.6766122,0]}",11891
PS3104067,Yala,"{""type"":""Point"",""coordinates"":[32.3847216,-8.67662333,0]}",11895
PS3102036,Lupaso,"{""type"":""Point"",""coordinates"":[33.5055566,-9.4855133,0]}",11945
PS3104066,Usoche,"{""type"":""Point"",""coordinates"":[32.1857797,-8.5059312,0]}",12005
PS3101039,Namambo,"{""type"":""Point"",""coordinates"":[32.9674416,-8.5328683,0]}",12005
PS3103106,Nanyala,"{""type"":""Point"",""coordinates"":[33.1939353,-8.9485076,0]}",12096
PS3104029,Makamba,"{""type"":""Point"",""coordinates"":[32.4924933,-8.8664403,0]}",12098
PS3103018,Ibembwa,"{""type"":""Point"",""coordinates"":[32.8756333,-8.9976899,0]}",12313
PS3103031,Ikonya,"{""type"":""Point"",""coordinates"":[32.7645043,-8.8145833,0]}",12330
PS3104007,Chiwanda,"{""type"":""Point"",""coordinates"":[32.5626999,-9.176688333,0]}",12352
PS3104047,Namchinka,"{""type"":""Point"",""coordinates"":[32.153753,-9.031818,0]}",12517
PS3104019,Iyendwe,"{""type"":""Point"",""coordinates"":[32.2864177,-8.856222,0]}",12629
PS3103017,Hezya,"{""type"":""Point"",""coordinates"":[33.1065233,-9.2477769,0]}",12670
PS3103072,Makua,"{""type"":""Point"",""coordinates"":[33.0149835,-8.9658191,0]}",12727
PS3103160,Manyala,"{""type"":""Point"",""coordinates"":[32.7051191,-8.8115782,0]}",12784
PS3103116,Sakamwela,"{""type"":""Point"",""coordinates"":[32.8188841,-9.1556052,0]}",12855
PS3103113,Nyimbili,"{""type"":""Point"",""coordinates"":[33.0564384,-9.204041,0]}",12870
PS3103064,Kilimampimbi,"{""type"":""Point"",""coordinates"":[32.9456781,-9.1602633,0]}",12923
PS3102032,Kasanga,"{""type"":""Point"",""coordinates"":[33.528717,-9.516045,0]}",12937
PS3102037,Lusalala,"{""type"":""Point"",""coordinates"":[33.5215816,-9.3985283,0]}",12967
PS3104020,Kakozi,"{""type"":""Point"",""coordinates"":[32.48245333,-9.109598333,0]}",13062
PS3102077,Mchala,"{""type"":""Point"",""coordinates"":[32.94935142,-9.317557,0]}",13108
PS3103075,Malonji,"{""type"":""Point"",""coordinates"":[32.8500866,-9.1353433,0]}",13117
PS3102046,Mgaya,"{""type"":""Point"",""coordinates"":[33.5288672,-9.4967135,0]}",13159
PS3103041,Ipapa,"{""type"":""Point"",""coordinates"":[32.7608583,-9.1090733,0]}",13177
PS3104072,Lwasho,"{""type"":""Point"",""coordinates"":[32.28611833,-8.85144166,0]}",13275
PS3102049,Msia,"{""type"":""Point"",""coordinates"":[33.079968,-9.4396783,0]}",13288
PS3101053,Tete,"{""type"":""Point"",""coordinates"":[33.0831174,-8.5687938,0]}",13369
PS3102040,Makoga,"{""type"":""Point"",""coordinates"":[33.5021883,-9.3132433,0]}",13409
PS3103008,Hampangala,"{""type"":""Point"",""coordinates"":[32.7609603,-8.9586181,0]}",13490
PS3103051,Itaka,"{""type"":""Point"",""coordinates"":[32.8031366,-8.8772766,0]}",13532
PS3104045,Myunga,"{""type"":""Point"",""coordinates"":[32.277255,-8.842554,0]}",13594
PS3101010,Ilasilo,"{""type"":""Point"",""coordinates"":[33.0436267,-8.6166333,0]}",13686
PS3103074,Malolo,"{""type"":""Point"",""coordinates"":[32.7905417,-8.9984354,0]}",13797
PS3102001,Banji,"{""type"":""Point"",""coordinates"":[33.4733967,-9.5182317,0]}",13811
PS3101037,Ileya,"{""type"":""Point"",""coordinates"":[33.1528583,-8.6349366,0]}",13975
PS3103127,Shomola,"{""type"":""Point"",""coordinates"":[33.0860212,-9.0641381,0]}",13976
PS3102002,Bufula,"{""type"":""Point"",""coordinates"":[33.0436606,-9.3927411,0]}",14049
PS3103010,Hangomba,"{""type"":""Point"",""coordinates"":[32.8034916,-8.8419316,0]}",14112
PS3103076,Maninga,"{""type"":""Point"",""coordinates"":[32.8033825,-8.84183057,0]}",14131
PS3103098,Mwembe,"{""type"":""Point"",""coordinates"":[32.8773152,-9.2308471,0]}",14378
PS3103153,Mwanda,"{""type"":""Point"",""coordinates"":[32.9140641,-8.9389651,0]}",14395
PS3104070,Kalungu,"{""type"":""Point"",""coordinates"":[32.527514,-8.433685,0]}",14471
PS3103126,Shiwinga,"{""type"":""Point"",""coordinates"":[32.9457347,-8.9568526,0]}",14489
PS3103054,Itepula,"{""type"":""Point"",""coordinates"":[32.8970271,-8.9565201,0]}",14707
PS3103094,Msunte,"{""type"":""Point"",""coordinates"":[32.7976963,-8.9444102,0]}",14739
PS3102083,Umoja,"{""type"":""Point"",""coordinates"":[33.5199699,-9.3785216,0]}",14862
PS3103122,Shihando,"{""type"":""Point"",""coordinates"":[32.7690116,-8.8575716,0]}",14868
PS3103152,Mboji,"{""type"":""Point"",""coordinates"":[32.7713261,-8.9190633,0]}",14959
PS3103120,Shasya,"{""type"":""Point"",""coordinates"":[32.8528816,-8.9578833,0]}",15039
PS3104018,Ivuna,"{""type"":""Point"",""coordinates"":[32.528961,-8.440194,0]}",15065
PS3103118,Sasenga,"{""type"":""Point"",""coordinates"":[32.8259933,-8.9015016,0]}",15311
PS3104075,Siliwiti,"{""type"":""Point"",""coordinates"":[32.5299411,-8.4372629,0]}",15345
PS3104022,Kamwala,"{""type"":""Point"",""coordinates"":[32.34035,-8.31716,0]}",15365
PS3102004,Bwenda,"{""type"":""Point"",""coordinates"":[33.489945,-9.3350733,0]}",15419
PS3103129,Songwe,"{""type"":""Point"",""coordinates"":[33.2107862,-8.9596461,0]}",15464
PS3103156,Naulongo,"{""type"":""Point"",""coordinates"":[32.959525,-8.8811982,0]}",15554
PS3102019,Ikumbilo,"{""type"":""Point"",""coordinates"":[33.040099,-9.3947949,0]}",15602
PS3101030,Mbuyuni,"{""type"":""Point"",""coordinates"":[33.01125,-8.520472,0]}",15645
PS3104038,Mlomba,"{""type"":""Point"",""coordinates"":[32.512801,-8.794544,0]}",15653
PS3103060,Iwezi,"{""type"":""Point"",""coordinates"":[32.9759782,-8.9555825,0]}",15745
PS3104048,Naming'Ongo,"{""type"":""Point"",""coordinates"":[32.504811,-8.807478,0]}",15768
PS3104026,Kitete,"{""type"":""Point"",""coordinates"":[32.50496883,-8.8065333,0]}",15768
PS3102063,Iwala,"{""type"":""Point"",""coordinates"":[33.292215,-9.2431799,0]}",15805
PS3103009,Hamwelo,"{""type"":""Point"",""coordinates"":[32.7252811,-8.9094881,0]}",15845
PS3103141,Ilindi,"{""type"":""Point"",""coordinates"":[33.1614663,-9.1284551,0]}",15864
PS3104052,Ndalambo,"{""type"":""Point"",""coordinates"":[32.49997,-9.085249,0]}",15930
PS3103005,Halambo,"{""type"":""Point"",""coordinates"":[32.8020666,-8.9685383,0]}",15972
PS3103039,Insani,"{""type"":""Point"",""coordinates"":[32.7551066,-8.9002749,0]}",15992
PS3103140,Zelezeta,"{""type"":""Point"",""coordinates"":[32.9533381,-8.9977783,0]}",16061
PS3102038,Luswisi,"{""type"":""Point"",""coordinates"":[33.5181483,-9.3287323,0]}",16136
PS3103117,Sambewe,"{""type"":""Point"",""coordinates"":[33.0549182,-8.8948293,0]}",16156
PS3103068,Lwati,"{""type"":""Point"",""coordinates"":[32.8722133,-8.9166864,0]}",16178
PS3102030,Kapeta,"{""type"":""Point"",""coordinates"":[33.68033,-9.487008,0]}",16206
PS3103056,Itumpi,"{""type"":""Point"",""coordinates"":[33.0219823,-8.5768471,0]}",16234
PS3103081,Mbuga,"{""type"":""Point"",""coordinates"":[32.914626,-8.91184,0]}",16280
PS3103030,Ikomela,"{""type"":""Point"",""coordinates"":[32.9214661,-9.1641121,0]}",16321
PS3103131,Sumbalwela,"{""type"":""Point"",""coordinates"":[32.86715,-9.0982871,0]}",16334
PS3103091,Msanyila,"{""type"":""Point"",""coordinates"":[32.9143582,-8.911871,0]}",16383
PS3103065,Lungwa,"{""type"":""Point"",""coordinates"":[32.999018,-8.8847971,0]}",16409
PS3102072,Kaguru,"{""type"":""Point"",""coordinates"":[33.1944583,-9.451828,0]}",16436
PS3103049,Isenzanya,"{""type"":""Point"",""coordinates"":[32.715322,-8.798223,0]}",16555
PS3103096,Mtunduru,"{""type"":""Point"",""coordinates"":[32.972407,-8.8840647,0]}",16639
PS3103043,Ipunga,"{""type"":""Point"",""coordinates"":[32.7913833,-9.1265633,0]}",16932
PS3102012,Ibeta,"{""type"":""Point"",""coordinates"":[33.5200899,-9.4995933,0]}",16995
PS3103059,Iwalanje,"{""type"":""Point"",""coordinates"":[32.9653544,-8.8660671,0]}",17098
PS3103015,Hatelele,"{""type"":""Point"",""coordinates"":[32.9842583,-8.9802052,0]}",17150
PS3103052,Itemba,"{""type"":""Point"",""coordinates"":[33.0791114,-9.1228612,0]}",17210
PS3103007,Halungu,"{""type"":""Point"",""coordinates"":[32.8212813,-8.9195301,0]}",17239
PS3103079,Mbewe,"{""type"":""Point"",""coordinates"":[33.0932604,-9.1007783,0]}",17281
PS3101009,Galula,"{""type"":""Point"",""coordinates"":[33.0306366,-8.5845837,0]}",17509
PS3103050,Isowezya,"{""type"":""Point"",""coordinates"":[32.9566301,-8.9086273,0]}",17606
PS3103105,Nansama,"{""type"":""Point"",""coordinates"":[33.0281923,-8.9098712,0]}",17816
PS3103163,Luemba,"{""type"":""Point"",""coordinates"":[32.7355382,-8.8017532,0]}",17866
PS3103048,Isela,"{""type"":""Point"",""coordinates"":[32.726627,-8.887937,0]}",18101
PS3105004,Chipaka,"{""type"":""Point"",""coordinates"":[32.698373,-9.2755083,0]}",18141
PS3103077,Masangula,"{""type"":""Point"",""coordinates"":[33.0280341,-9.1496131,0]}",18303
PS3104057,Ntinga,"{""type"":""Point"",""coordinates"":[32.58705999,-8.96789999,0]}",18309
PS3103139,Welu-Ii,"{""type"":""Point"",""coordinates"":[33.1165861,-9.0118331,0]}",18347
PS3103137,Wasa,"{""type"":""Point"",""coordinates"":[32.8082283,-9.0370266,0]}",18436
PS3104039,Mnyuzi,"{""type"":""Point"",""coordinates"":[32.5469216,-8.9587333,0]}",18487
PS3103001,Bara,"{""type"":""Point"",""coordinates"":[32.8021683,-8.8229633,0]}",18595
PS3101006,Ifuko,"{""type"":""Point"",""coordinates"":[33.0488574,-8.5969612,0]}",18716
PS3103088,Mpito,"{""type"":""Point"",""coordinates"":[33.0096913,-8.9216812,0]}",19042
PS3103125,Shitunguru,"{""type"":""Point"",""coordinates"":[32.7357461,-8.8516473,0]}",19063
PS3103092,Msense,"{""type"":""Point"",""coordinates"":[33.0002816,-8.91910633,0]}",19350
PS3103026,Iganduka,"{""type"":""Point"",""coordinates"":[32.8623966,-9.0341666,0]}",19372
PS3103146,Isansa,"{""type"":""Point"",""coordinates"":[32.9692966,-8.9357533,0]}",19455
PS3103109,Nkanga,"{""type"":""Point"",""coordinates"":[32.7166675,-8.8586424,0]}",19731
PS3101051,Kanga,"{""type"":""Point"",""coordinates"":[33.0618434,-8.5770062,0]}",19776
PS3103003,Chimbuya,"{""type"":""Point"",""coordinates"":[32.8554633,-9.2020966,0]}",20118
PS3102015,Igumila,"{""type"":""Point"",""coordinates"":[33.1904771,-9.4025061,0]}",20147
PS3103133,Ululu,"{""type"":""Point"",""coordinates"":[33.1910583,-9.1566783,0]}",20188
PS3102026,Itumba,"{""type"":""Point"",""coordinates"":[33.1898599,-9.4031833,0]}",20276
PS3102047,Mkumbukwa,"{""type"":""Point"",""coordinates"":[33.1678883,-9.4776116,0]}",20630
PS3103150,Maendeleo,"{""type"":""Point"",""coordinates"":[33.141716,-9.089545,0]}",20675
PS3105017,Mpande,"{""type"":""Point"",""coordinates"":[32.8164448,-9.32073727,0]}",20917
PS3103078,Masoko,"{""type"":""Point"",""coordinates"":[33.0781264,-9.1152955,0]}",21168
PS3103045,Isalalo,"{""type"":""Point"",""coordinates"":[32.7410483,-9.0302717,0]}",21306
PS3103084,Mlangali,"{""type"":""Point"",""coordinates"":[33.0593745,-9.0937832,0]}",21362
PS3103022,Idiwili,"{""type"":""Point"",""coordinates"":[33.1609381,-9.1493781,0]}",21389
PS3103037,Ilomba,"{""type"":""Point"",""coordinates"":[33.2110933,-9.1596416,0]}",21395
PS3103154,Namile,"{""type"":""Point"",""coordinates"":[32.9938416,-9.1273233,0]}",21425
PS3103093,Msiya,"{""type"":""Point"",""coordinates"":[32.8551766,-9.0089333,0]}",22157
PS3101032,Mwagala,"{""type"":""Point"",""coordinates"":[33.0140713,-8.5309231,0]}",22565
PS3104024,Kasanu,"{""type"":""Point"",""coordinates"":[32.2933628,-8.3610247,0]}",22695
PS3103112,Nswiga,"{""type"":""Point"",""coordinates"":[33.1309181,-9.0166201,0]}",22829
