Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS1102099,Mbili,"{""type"":""Point"",""coordinates"":[37.0712783,-6.1430516,0]}",2025
PS1103088,Msonge,"{""type"":""Point"",""coordinates"":[37.8616388,-7.1173693,0]}",2049
PS1106146,Msasani,"{""type"":""Point"",""coordinates"":[37.4738596,-6.4307524,0]}",2053
PS1102167,Nhembo,"{""type"":""Point"",""coordinates"":[37.0930936,-6.0949884,0]}",2057
PS1101122,Ipopoo,"{""type"":""Point"",""coordinates"":[35.8825752,-8.8646876,0]}",2058
PS1101102,Kichangani,"{""type"":""Point"",""coordinates"":[36.331062,-8.175232,0]}",2061
PS1106126,Wami Magereza,"{""type"":""Point"",""coordinates"":[37.4612703,-6.39630433,0]}",2069
PS1103065,Lumba Chini,"{""type"":""Point"",""coordinates"":[37.6147698,-7.2663538,0]}",2076
PS1101167,Ihenga,"{""type"":""Point"",""coordinates"":[36.380251,-8.20284,0]}",2088
PS1106003,Bwage,"{""type"":""Point"",""coordinates"":[37.7718569,-5.9718726,0]}",2091
PS1103101,Pangawe,"{""type"":""Point"",""coordinates"":[37.7988633,-6.7978133,0]}",2101
PS1103063,Lukulunge,"{""type"":""Point"",""coordinates"":[37.883545,-7.2201533,0]}",2108
PS1103128,Kiburumo,"{""type"":""Point"",""coordinates"":[38.0348388,-7.2339886,0]}",2114
PS1106014,Doma,"{""type"":""Point"",""coordinates"":[37.2688313,-7.1026387,0]}",2114
PS1103010,Bwila,"{""type"":""Point"",""coordinates"":[38.0348277,-7.2339865,0]}",2114
PS1108015,Mabanda,"{""type"":""Point"",""coordinates"":[35.9975054,-9.0517343,0]}",2118
PS1102178,Mambegwa,"{""type"":""Point"",""coordinates"":[37.2348653,-6.5604966,0]}",2121
PS1105040,Mbuga,"{""type"":""Point"",""coordinates"":[36.8627657,-8.9700906,0]}",2136
PS1102159,Uponela,"{""type"":""Point"",""coordinates"":[37.0201829,-6.3228201,0]}",2137
PS1106138,Lubanta,"{""type"":""Point"",""coordinates"":[37.41016,-6.10104,0]}",2138
PS1103043,Kizinga,"{""type"":""Point"",""coordinates"":[37.8598133,-6.8092016,0]}",2141
PS1103152,Mkombozi,"{""type"":""Point"",""coordinates"":[37.7893543,-6.7682208,0]}",2151
PS1105012,Ikungua,"{""type"":""Point"",""coordinates"":[36.689969,-8.4653328,0]}",2157
PS1103085,Milengwelengwe,"{""type"":""Point"",""coordinates"":[37.6426664,-7.4309646,0]}",2186
PS1107050,Mtega,"{""type"":""Point"",""coordinates"":[37.0016583,-6.4910683,0]}",2198
PS1107016,Ijava,"{""type"":""Point"",""coordinates"":[37.1541165,-6.0242114,0]}",2208
PS1103031,Kidunda,"{""type"":""Point"",""coordinates"":[38.2747359,-7.2714294,0]}",2236
PS1105022,Kisewe,"{""type"":""Point"",""coordinates"":[36.6706058,-8.6728744,0]}",2247
PS1103082,Mkono Wa Mara,"{""type"":""Point"",""coordinates"":[37.8070471,-6.7499881,0]}",2251
PS1101094,Lwipa,"{""type"":""Point"",""coordinates"":[36.3356838,-8.1608501,0]}",2256
PS1103053,Lanzi,"{""type"":""Point"",""coordinates"":[37.6841921,-7.0848662,0]}",2259
PS1103124,Bamba,"{""type"":""Point"",""coordinates"":[37.7806926,-6.8384076,0]}",2272
PS1106068,Masimba,"{""type"":""Point"",""coordinates"":[37.5376888,-5.932847,0]}",2273
PS1102097,Mbamba,"{""type"":""Point"",""coordinates"":[37.0319966,-7.0618683,0]}",2273
PS1103020,Hewe,"{""type"":""Point"",""coordinates"":[37.7254884,-6.9720683,0]}",2279
PS1101020,Idandu,"{""type"":""Point"",""coordinates"":[36.3835213,-8.1886672,0]}",2297
PS1106062,Mangaye,"{""type"":""Point"",""coordinates"":[37.3381186,-6.9541516,0]}",2325
PS1106109,Pandambili,"{""type"":""Point"",""coordinates"":[37.4988066,-5.8203333,0]}",2335
PS1103110,Tununguo,"{""type"":""Point"",""coordinates"":[37.9592533,-7.0411466,0]}",2337
PS1101129,Mkusi,"{""type"":""Point"",""coordinates"":[36.1530775,-8.2901786,0]}",2341
PS1105046,Msogezi,"{""type"":""Point"",""coordinates"":[36.640226,-8.6284904,0]}",2349
PS1106013,Diongoya,"{""type"":""Point"",""coordinates"":[37.6089069,-6.080229,0]}",2350
PS1101143,Mwaliga,"{""type"":""Point"",""coordinates"":[35.7741499,-8.8698509,0]}",2361
PS1101106,Makirika,"{""type"":""Point"",""coordinates"":[35.8884155,-8.7926897,0]}",2374
PS1106080,Milama,"{""type"":""Point"",""coordinates"":[37.4437486,-6.3723808,0]}",2380
PS1105051,Namhanga,"{""type"":""Point"",""coordinates"":[36.5410063,-8.482064,0]}",2398
PS1108009,Kipenyo,"{""type"":""Point"",""coordinates"":[36.2837896,-8.7513451,0]}",2416
PS1107012,Ibondo,"{""type"":""Point"",""coordinates"":[37.0056007,-6.4561602,0]}",2439
PS1103099,Nyingwa,"{""type"":""Point"",""coordinates"":[37.674118,-7.1073493,0]}",2451
PS1108005,Ipera Asilia,"{""type"":""Point"",""coordinates"":[36.327185,-8.6480433,0]}",2481
PS1103108,Tegetero,"{""type"":""Point"",""coordinates"":[37.7181766,-6.9416058,0]}",2489
PS1101168,Mtyangimbole,"{""type"":""Point"",""coordinates"":[36.0455228,-8.4005303,0]}",2505
PS1102128,Mvumi,"{""type"":""Point"",""coordinates"":[38.1737423,-6.590567,0]}",2524
PS1101119,Miyomboni,"{""type"":""Point"",""coordinates"":[36.2880155,-8.2728525,0]}",2534
PS1106076,Mgudeni,"{""type"":""Point"",""coordinates"":[37.4238661,-6.3304866,0]}",2557
PS1106060,Maharaka,"{""type"":""Point"",""coordinates"":[37.3167357,-7.1776221,0]}",2561
PS1101165,Ibaku,"{""type"":""Point"",""coordinates"":[35.7960316,-8.9475711,0]}",2579
PS1107017,Ikwamba,"{""type"":""Point"",""coordinates"":[37.0070937,-6.3694924,0]}",2588
PS1107056,Njungwa,"{""type"":""Point"",""coordinates"":[37.0070937,-6.3694924,0]}",2588
PS1102104,Mgogozi,"{""type"":""Point"",""coordinates"":[36.5701983,-7.3040783,0]}",2599
PS1102203,Dumbalume,"{""type"":""Point"",""coordinates"":[37.1480095,-6.114402,0]}",2621
PS1102201,Msowero Msolwa,"{""type"":""Point"",""coordinates"":[36.748822,-7.242077,0]}",2641
PS1106050,Lukuyu,"{""type"":""Point"",""coordinates"":[37.5498683,-7.04322,0]}",2647
PS1101003,Chisano,"{""type"":""Point"",""coordinates"":[35.8744173,-8.6718499,0]}",2651
PS1103078,Muhungamkola,"{""type"":""Point"",""coordinates"":[37.902807,-6.720822,0]}",2653
PS1109083,Nyange,"{""type"":""Point"",""coordinates"":[37.040045,-7.7354563,0]}",2660
PS1102015,Ibindo,"{""type"":""Point"",""coordinates"":[37.2151747,-6.2411327,0]}",2675
PS1102078,Magera,"{""type"":""Point"",""coordinates"":[37.1355689,-6.1012819,0]}",2677
PS1101072,Tanganyika,"{""type"":""Point"",""coordinates"":[35.6251153,-9.1194317,0]}",2681
PS1107067,Nagwai,"{""type"":""Point"",""coordinates"":[36.9154404,-6.0478989,0]}",2682
PS1106128,Yowe,"{""type"":""Point"",""coordinates"":[37.4470671,-7.0949416,0]}",2697
PS1103009,Bwakira Juu,"{""type"":""Point"",""coordinates"":[37.6948833,-7.297466,0]}",2786
PS1107035,Lukinga,"{""type"":""Point"",""coordinates"":[36.9153323,-6.4836827,0]}",2820
PS1105014,Iputi,"{""type"":""Point"",""coordinates"":[36.8643732,-9.0258456,0]}",2841
PS1102031,Kidete-Station,"{""type"":""Point"",""coordinates"":[36.7027633,-6.6480816,0]}",2855
PS1103151,Lugange,"{""type"":""Point"",""coordinates"":[37.7530713,-6.8885566,0]}",2863
PS1105008,Idunda,"{""type"":""Point"",""coordinates"":[36.6929354,-8.4874986,0]}",2868
PS1103091,Muungano,"{""type"":""Point"",""coordinates"":[37.9174466,-6.72704333,0]}",2871
PS1108011,Kiswago,"{""type"":""Point"",""coordinates"":[36.297351,-8.900268,0]}",2875
PS1107001,Balama,"{""type"":""Point"",""coordinates"":[36.8120075,-6.452172,0]}",2921
PS1104098,Mawasiliano,"{""type"":""Point"",""coordinates"":[37.622906,-6.6710126,0]}",2947
PS1103014,Dimilo,"{""type"":""Point"",""coordinates"":[37.6888,-7.0673,0]}",2953
PS1103027,Kibungo,"{""type"":""Point"",""coordinates"":[37.6898133,-7.0703881,0]}",2954
PS1109034,Mlabani,"{""type"":""Point"",""coordinates"":[36.7350714,-8.1076915,0]}",2957
PS1107033,Luhwaji,"{""type"":""Point"",""coordinates"":[36.8000163,-6.1411115,0]}",2959
PS1106104,Ng'Owo,"{""type"":""Point"",""coordinates"":[37.5547084,-7.1777858,0]}",2966
PS1101074,Utengule,"{""type"":""Point"",""coordinates"":[35.848534,-8.9526956,0]}",2982
PS1101066,Ngalimila,"{""type"":""Point"",""coordinates"":[35.8882356,-8.9550968,0]}",3001
PS1105001,Chigandugandu,"{""type"":""Point"",""coordinates"":[36.8437647,-9.0267534,0]}",3016
PS1101115,Luvambo,"{""type"":""Point"",""coordinates"":[35.8875675,-8.9554624,0]}",3025
PS1103100,Ntala,"{""type"":""Point"",""coordinates"":[37.6548268,-7.2711811,0]}",3033
PS1107068,Mamiwa,"{""type"":""Point"",""coordinates"":[36.9407688,-6.3493875,0]}",3042
PS1108001,Biro,"{""type"":""Point"",""coordinates"":[36.0546008,-8.8809287,0]}",3054
PS1106065,Mapanga,"{""type"":""Point"",""coordinates"":[37.6007751,-6.1109657,0]}",3070
PS1103076,Mfumbwe,"{""type"":""Point"",""coordinates"":[37.8226609,-6.8938763,0]}",3082
PS1102039,Kilangali,"{""type"":""Point"",""coordinates"":[37.078791,-6.9510591,0]}",3098
PS1107051,Munyunhe,"{""type"":""Point"",""coordinates"":[36.895868,-6.0636625,0]}",3107
PS1106091,Mongwe,"{""type"":""Point"",""coordinates"":[37.5876966,-6.9686751,0]}",3110
PS1103155,Sinyaulime,"{""type"":""Point"",""coordinates"":[38.1104366,-6.7561119,0]}",3118
PS1103079,Mifulu,"{""type"":""Point"",""coordinates"":[37.7442933,-6.9627899,0]}",3124
PS1107025,Kinyolisi,"{""type"":""Point"",""coordinates"":[37.1803165,-6.0844264,0]}",3146
PS1103080,Mikese,"{""type"":""Point"",""coordinates"":[37.9075634,-6.767841,0]}",3161
PS1103135,Mkambarani,"{""type"":""Point"",""coordinates"":[37.8095678,-6.7727417,0]}",3179
PS1106116,Tangeni,"{""type"":""Point"",""coordinates"":[37.606335,-6.9285123,0]}",3196
PS1103086,Mlono,"{""type"":""Point"",""coordinates"":[37.7085385,-7.0721525,0]}",3216
PS1106110,Pemba,"{""type"":""Point"",""coordinates"":[37.5100089,-6.0028948,0]}",3245
PS1103095,Ngong'Oro,"{""type"":""Point"",""coordinates"":[37.8490899,-7.0655193,0]}",3251
PS1108014,Lupunga,"{""type"":""Point"",""coordinates"":[35.9682637,-9.0169994,0]}",3256
PS1103121,Kidege,"{""type"":""Point"",""coordinates"":[37.7008999,-6.9996844,0]}",3262
PS1106061,Makuyu,"{""type"":""Point"",""coordinates"":[37.38337,-6.318393275,0]}",3269
PS1106067,Masanze,"{""type"":""Point"",""coordinates"":[37.5587733,-6.8906633,0]}",3270
PS1103109,Tulo,"{""type"":""Point"",""coordinates"":[37.9154932,-7.2359225,0]}",3275
PS1108035,Tanga,"{""type"":""Point"",""coordinates"":[36.0291707,-9.0213998,0]}",3281
PS1103002,Baga,"{""type"":""Point"",""coordinates"":[37.7493735,-7.1660341,0]}",3292
PS1102142,Nyaranda,"{""type"":""Point"",""coordinates"":[36.921797,-7.138997,0]}",3298
PS1103133,Vuleni,"{""type"":""Point"",""coordinates"":[37.8807554,-6.9322334,0]}",3313
PS1108031,Ngoheranga,"{""type"":""Point"",""coordinates"":[36.0191706,-9.0213889,0]}",3319
PS1103113,Vihengere,"{""type"":""Point"",""coordinates"":[37.7947846,-7.1436231,0]}",3340
PS1105045,Minepa,"{""type"":""Point"",""coordinates"":[36.6806947,-8.2663871,0]}",3350
PS1105041,Mbuyuni,"{""type"":""Point"",""coordinates"":[36.6859143,-8.2603824,0]}",3357
PS1101051,Mkangawalo,"{""type"":""Point"",""coordinates"":[36.098436,-8.3756484,0]}",3367
PS1103132,Lukonde,"{""type"":""Point"",""coordinates"":[37.9022108,-6.8220245,0]}",3378
PS1106055,Mafuta,"{""type"":""Point"",""coordinates"":[37.5641104,-6.082951481,0]}",3380
PS1102001,Chabi,"{""type"":""Point"",""coordinates"":[36.532934,-7.2724515,0]}",3387
PS1107042,Mandege,"{""type"":""Point"",""coordinates"":[36.96797,-6.3519464,0]}",3393
PS1102074,Madizini,"{""type"":""Point"",""coordinates"":[36.4755211,-7.1131051,0]}",3419
PS1102129,Mwandi,"{""type"":""Point"",""coordinates"":[37.1904571,-6.2195633,0]}",3454
PS1103068,Magogoni,"{""type"":""Point"",""coordinates"":[37.9878753,-7.2311271,0]}",3457
PS1105003,Chikwera,"{""type"":""Point"",""coordinates"":[36.8298499,-8.9073967,0]}",3462
PS1106069,Maskati,"{""type"":""Point"",""coordinates"":[37.4778756,-6.0580508,0]}",3470
PS1103077,Mgozo,"{""type"":""Point"",""coordinates"":[37.7536948,-6.9589792,0]}",3498
PS1102218,Kitunduweta,"{""type"":""Point"",""coordinates"":[36.9318655,-7.2021897,0]}",3500
PS1106125,Wami Luhindo,"{""type"":""Point"",""coordinates"":[37.5567499,-6.4870877,0]}",3509
PS1108007,Itumbika,"{""type"":""Point"",""coordinates"":[36.2825003,-8.9360607,0]}",3517
PS1101058,Mpanga,"{""type"":""Point"",""coordinates"":[35.81,-8.93,0]}",3517
PS1103094,Ngerengere,"{""type"":""Point"",""coordinates"":[38.1199533,-6.7661266,0]}",3534
PS1103096,Njianne,"{""type"":""Point"",""coordinates"":[38.1300353,-6.7668136,0]}",3540
PS1103070,Mambani,"{""type"":""Point"",""coordinates"":[37.67902,-6.969368,0]}",3577
PS1103049,Kongwa,"{""type"":""Point"",""coordinates"":[37.9117275,-7.2521286,0]}",3589
PS1102139,Nyali,"{""type"":""Point"",""coordinates"":[36.8947503,-6.9573864,0]}",3603
PS1106081,Misegese,"{""type"":""Point"",""coordinates"":[37.5830934,-6.9876097,0]}",3611
PS1105016,Iragua Kati,"{""type"":""Point"",""coordinates"":[36.5139513,-8.5380102,0]}",3616
PS1103097,Nyachiro,"{""type"":""Point"",""coordinates"":[37.6624312,-6.9979611,0]}",3618
PS1106114,Sokoine,"{""type"":""Point"",""coordinates"":[37.5676742,-6.5261412,0]}",3655
PS1102123,Msowero-Kidodi,"{""type"":""Point"",""coordinates"":[37.0075036,-7.5716887,0]}",3662
PS1103012,Chanyumbu,"{""type"":""Point"",""coordinates"":[38.0091747,-7.2402621,0]}",3670
PS1102005,Changarawe,"{""type"":""Point"",""coordinates"":[36.9790883,-6.9266399,0]}",3671
PS1103116,Kiganila,"{""type"":""Point"",""coordinates"":[38.0048787,-7.2343949,0]}",3673
PS1102175,Jangwani,"{""type"":""Point"",""coordinates"":[36.9977844,-7.4347967,0]}",3675
PS1101085,Matema,"{""type"":""Point"",""coordinates"":[35.7719583,-8.8457733,0]}",3679
PS1103119,Usungura,"{""type"":""Point"",""coordinates"":[38.0092746,-7.2402618,0]}",3682
PS1106044,Kwadoli,"{""type"":""Point"",""coordinates"":[37.6907122,-6.0701129,0]}",3701
PS1109089,Sululu,"{""type"":""Point"",""coordinates"":[36.8327954,-7.9869964,0]}",3721
PS1106074,Melela,"{""type"":""Point"",""coordinates"":[37.4263567,-6.9300333,0]}",3727
PS1106011,Dihinda,"{""type"":""Point"",""coordinates"":[37.7014092,-6.0687262,0]}",3731
PS1108020,Majiji,"{""type"":""Point"",""coordinates"":[36.267494,-8.931589,0]}",3747
PS1107021,Kidete - Chagongwe,"{""type"":""Point"",""coordinates"":[36.923936,-6.408436,0]}",3760
PS1106024,Kibaoni,"{""type"":""Point"",""coordinates"":[37.4513971,-6.9114162,0]}",3764
PS1101105,Msita,"{""type"":""Point"",""coordinates"":[36.03252,-8.5399,0]}",3766
PS1106017,Homboza,"{""type"":""Point"",""coordinates"":[37.5132755,-7.0569578,0]}",3772
PS1105024,Kivukoni,"{""type"":""Point"",""coordinates"":[36.6929624,-8.2024543,0]}",3784
PS1102069,Mabula,"{""type"":""Point"",""coordinates"":[37.1334966,-6.1508416,0]}",3785
PS1101161,Mpofu,"{""type"":""Point"",""coordinates"":[36.2189366,-8.1806579,0]}",3797
PS1102071,Machatu,"{""type"":""Point"",""coordinates"":[37.0061313,-6.1046036,0]}",3804
PS1101101,Idete Miwangani,"{""type"":""Point"",""coordinates"":[36.5145753,-8.1515967,0]}",3822
PS1106049,Lukunguni,"{""type"":""Point"",""coordinates"":[37.5306576,-7.1614419,0]}",3851
PS1103139,Juhudi,"{""type"":""Point"",""coordinates"":[37.863446,-6.777206,0]}",3878
PS1107009,Fyadigwa,"{""type"":""Point"",""coordinates"":[37.1049884,-6.0246696,0]}",3887
PS1102211,Kitati,"{""type"":""Point"",""coordinates"":[36.6677466,-6.7072499,0]}",3893
PS1102010,Chonwe,"{""type"":""Point"",""coordinates"":[36.9217355,-7.5756366,0]}",3927
PS1104031,Mindu,"{""type"":""Point"",""coordinates"":[37.5950556,-6.8717222,0]}",3940
PS1102176,Itembe,"{""type"":""Point"",""coordinates"":[36.9577826,-7.5641589,0]}",3983
PS1101096,Ikule,"{""type"":""Point"",""coordinates"":[36.0194466,-8.4030816,0]}",4011
PS1103026,Kibuko Mwarazi,"{""type"":""Point"",""coordinates"":[37.8327608,-6.9939526,0]}",4041
PS1109066,Mhelule,"{""type"":""Point"",""coordinates"":[36.9480407,-7.8917548,0]}",4076
PS1102152,Udung'Hu,"{""type"":""Point"",""coordinates"":[36.9434517,-7.5541918,0]}",4097
PS1101079,Idete - Magereza,"{""type"":""Point"",""coordinates"":[36.4844251,-8.1025749,0]}",4100
PS1103060,Lukange,"{""type"":""Point"",""coordinates"":[37.74787491,-7.26072517,0]}",4102
PS1105010,Igumbiro,"{""type"":""Point"",""coordinates"":[36.6751318,-8.3537279,0]}",4133
PS1106041,Kododo,"{""type"":""Point"",""coordinates"":[37.5015056,-7.1423806,0]}",4136
PS1105011,Ikangao,"{""type"":""Point"",""coordinates"":[36.7855728,-9.0770083,0]}",4146
PS1106006,Dibago,"{""type"":""Point"",""coordinates"":[37.4653778,-6.0637366,0]}",4158
PS1107028,Kumbulu,"{""type"":""Point"",""coordinates"":[36.7574852,-6.4510946,0]}",4169
PS1102121,Msolwa,"{""type"":""Point"",""coordinates"":[36.7471073,-7.2900257,0]}",4172
PS1102082,Maguha,"{""type"":""Point"",""coordinates"":[37.2018757,-6.2879986,0]}",4175
PS1103013,Dakawa,"{""type"":""Point"",""coordinates"":[37.7002539,-7.4265567,0]}",4198
PS1102051,Kitete,"{""type"":""Point"",""coordinates"":[37.2630983,-6.4132616,0]}",4202
PS1107043,Masenge,"{""type"":""Point"",""coordinates"":[36.9134218,-6.3408407,0]}",4283
PS1105021,Kidugalo,"{""type"":""Point"",""coordinates"":[36.5262171,-8.5096146,0]}",4306
PS1109067,Mikoleko,"{""type"":""Point"",""coordinates"":[36.9523689,-7.9128056,0]}",4309
PS1101065,Namwawala,"{""type"":""Point"",""coordinates"":[36.3935579,-8.155407,0]}",4310
PS1101145,Narubungo,"{""type"":""Point"",""coordinates"":[36.3944277,-8.1551984,0]}",4313
PS1105017,Isongo,"{""type"":""Point"",""coordinates"":[36.7138513,-8.7268261,0]}",4324
PS1106096,Msufini,"{""type"":""Point"",""coordinates"":[37.4770188,-6.2651552,0]}",4329
PS1106005,Chohero,"{""type"":""Point"",""coordinates"":[37.5602491,-7.1597624,0]}",4331
PS1109064,Mbalaji,"{""type"":""Point"",""coordinates"":[36.8222516,-8.049777,0]}",4349
PS1102065,Lumbiji,"{""type"":""Point"",""coordinates"":[36.9857671,-6.6171776,0]}",4357
PS1102047,Kisongwe,"{""type"":""Point"",""coordinates"":[36.9756728,-6.6172881,0]}",4374
PS1102106,Mhenda,"{""type"":""Point"",""coordinates"":[36.9256889,-7.1748884,0]}",4390
PS1105026,Libenanga,"{""type"":""Point"",""coordinates"":[36.786138,-8.9304182,0]}",4408
PS1102113,Mkundi,"{""type"":""Point"",""coordinates"":[37.3383649,-6.3554453,0]}",4439
PS1103084,Mlilingwa,"{""type"":""Point"",""coordinates"":[38.0288579,-6.9029319,0]}",4445
PS1101132,Vigaeni,"{""type"":""Point"",""coordinates"":[36.2845821,-8.2062854,0]}",4452
PS1103008,Bwakira Chini,"{""type"":""Point"",""coordinates"":[37.7358296,-7.4065174,0]}",4459
PS1103046,Kolero,"{""type"":""Point"",""coordinates"":[37.7742359,-7.2343419,0]}",4464
PS1106040,Kiwandani,"{""type"":""Point"",""coordinates"":[37.6370416,-6.1757349,0]}",4483
PS1103092,Mvuha,"{""type"":""Point"",""coordinates"":[37.854643,-7.1977953,0]}",4495
PS1102124,Msowero-Lumuma,"{""type"":""Point"",""coordinates"":[36.6468919,-6.8476035,0]}",4514
PS1101044,Merera,"{""type"":""Point"",""coordinates"":[36.0235174,-8.5439893,0]}",4518
PS1107014,Idibo,"{""type"":""Point"",""coordinates"":[37.086965,-6.023275,0]}",4527
PS1101127,Luvirikila,"{""type"":""Point"",""coordinates"":[36.1435049,-8.419037,0]}",4535
PS1105061,Kivukoni B,"{""type"":""Point"",""coordinates"":[36.69164,-8.2253661,0]}",4545
PS1101073,Taweta,"{""type"":""Point"",""coordinates"":[35.6120217,-9.0280467,0]}",4568
PS1107064,Chamwino,"{""type"":""Point"",""coordinates"":[37.05784105,-6.0761196,0]}",4581
PS1102053,Kivungu,"{""type"":""Point"",""coordinates"":[37.0372333,-6.9321533,0]}",4588
PS1103037,Kisaki Gomero,"{""type"":""Point"",""coordinates"":[37.6031442,-7.4667254,0]}",4601
PS1102160,Vidunda,"{""type"":""Point"",""coordinates"":[36.9654548,-7.5967198,0]}",4606
PS1109013,Kilama 'A',"{""type"":""Point"",""coordinates"":[36.71874333,-8.07177666,0]}",4631
PS1107018,Italagwe,"{""type"":""Point"",""coordinates"":[37.1407502,-6.0659715,0]}",4721
PS1103075,Mgata,"{""type"":""Point"",""coordinates"":[37.7221381,-7.2350054,0]}",4729
PS1103112,Uponda,"{""type"":""Point"",""coordinates"":[37.8009787,-7.0028527,0]}",4737
PS1109072,Mkula,"{""type"":""Point"",""coordinates"":[36.8940689,-7.7786526,0]}",4741
PS1102007,Chanzuru,"{""type"":""Point"",""coordinates"":[37.07850833,-6.797848333,0]}",4761
PS1102169,Masungo,"{""type"":""Point"",""coordinates"":[36.9432126,-6.1949325,0]}",4779
PS1106105,Ng'Ungulu,"{""type"":""Point"",""coordinates"":[37.5851033,-7.1295316,0]}",4782
PS1103090,Mtombozi,"{""type"":""Point"",""coordinates"":[37.7751693,-7.1121727,0]}",4793
PS1103105,Singisa,"{""type"":""Point"",""coordinates"":[37.6548268,-7.41165,0]}",4805
PS1102034,Kiegea,"{""type"":""Point"",""coordinates"":[37.6717005,-6.7058988,0]}",4842
PS1104111,Kiegea,"{""type"":""Point"",""coordinates"":[37.6716133,-6.7058616,0]}",4868
PS1103021,Kalundwa,"{""type"":""Point"",""coordinates"":[37.7840455,-6.9282435,0]}",4871
PS1107032,Lufikiri,"{""type"":""Point"",""coordinates"":[36.8425172,-6.4052742,0]}",4877
PS1103007,Bungu,"{""type"":""Point"",""coordinates"":[37.7907253,-7.200647,0]}",4879
PS1103154,Mbehombeho,"{""type"":""Point"",""coordinates"":[37.8021935,-6.9852362,0]}",4880
PS1106103,Ndole,"{""type"":""Point"",""coordinates"":[37.39104,-6.15179,0]}",4897
PS1103047,Koloni,"{""type"":""Point"",""coordinates"":[37.7779725,-7.1726136,0]}",4898
PS1105020,Kichangani,"{""type"":""Point"",""coordinates"":[36.6865012,-8.434905,0]}",4939
PS1105015,Iragua,"{""type"":""Point"",""coordinates"":[36.518873,-8.522767,0]}",4958
PS1106115,Tandari,"{""type"":""Point"",""coordinates"":[37.5989508,-7.0106428,0]}",4959
PS1105037,Mavimba,"{""type"":""Point"",""coordinates"":[36.67185442,-8.3195568,0]}",4963
PS1103054,Logo,"{""type"":""Point"",""coordinates"":[37.7752349,-6.9912166,0]}",4976
PS1103032,Kifindike,"{""type"":""Point"",""coordinates"":[37.7754101,-6.99107003,0]}",4982
PS1102156,Ulaya-Mbuyuni,"{""type"":""Point"",""coordinates"":[36.913887,-7.0351691,0]}",4988
PS1103061,Lukenge,"{""type"":""Point"",""coordinates"":[37.7165289,-7.0468366,0]}",5039
PS1103051,Kungwe,"{""type"":""Point"",""coordinates"":[37.8750252,-6.8901986,0]}",5049
PS1106101,Mziha,"{""type"":""Point"",""coordinates"":[37.7802378,-5.901167,0]}",5078
PS1106045,Kwelikwiji,"{""type"":""Point"",""coordinates"":[37.5680665,-6.0996906,0]}",5080
PS1102020,Ifunde,"{""type"":""Point"",""coordinates"":[37.2960807,-6.42795,0]}",5112
PS1102102,Mfulu,"{""type"":""Point"",""coordinates"":[37.2960801,-6.42795,0]}",5112
PS1106122,Vinile,"{""type"":""Point"",""coordinates"":[37.636672,-7.037903,0]}",5117
PS1105048,Mwaya,"{""type"":""Point"",""coordinates"":[36.8199256,-8.9170854,0]}",5117
PS1107003,Chagongwe,"{""type"":""Point"",""coordinates"":[36.883536,-6.3941506,0]}",5120
PS1107066,Iringa,"{""type"":""Point"",""coordinates"":[36.939111,-6.090357,0]}",5141
PS1106143,Kinyenze,"{""type"":""Point"",""coordinates"":[37.5229004,-6.9353763,0]}",5144
PS1105043,Mgolo,"{""type"":""Point"",""coordinates"":[36.702512,-8.9087884,0]}",5159
PS1107030,Leshata,"{""type"":""Point"",""coordinates"":[37.0651022,-5.9709538,0]}",5163
PS1103145,Mngazi B,"{""type"":""Point"",""coordinates"":[37.679325,-7.424061,0]}",5168
PS1102076,Madudu,"{""type"":""Point"",""coordinates"":[37.2903781,-6.4024583,0]}",5171
PS1102050,Kitange-Ii,"{""type"":""Point"",""coordinates"":[36.9632183,-6.2133933,0]}",5173
PS1102098,Mbigiri,"{""type"":""Point"",""coordinates"":[37.3923124,-6.4544138,0]}",5175
PS1107055,Nguyami,"{""type"":""Point"",""coordinates"":[37.0393253,-6.0736761,0]}",5221
PS1103044,Kiziwa,"{""type"":""Point"",""coordinates"":[37.8402839,-6.866723,0]}",5232
PS1103001,Amini,"{""type"":""Point"",""coordinates"":[37.7803145,-6.9045236,0]}",5236
PS1109085,Sagamaganga,"{""type"":""Point"",""coordinates"":[36.7950766,-8.0668066,0]}",5237
PS1102068,Mabana,"{""type"":""Point"",""coordinates"":[37.3920822,-6.454057,0]}",5260
PS1103006,Bulugi,"{""type"":""Point"",""coordinates"":[37.7693733,-6.9622616,0]}",5261
PS1103106,Tambuu,"{""type"":""Point"",""coordinates"":[37.7400534,-7.0698951,0]}",5269
PS1102035,Kigunga,"{""type"":""Point"",""coordinates"":[36.9210766,-6.9851653,0]}",5274
PS1103033,Kikundi Kijijini,"{""type"":""Point"",""coordinates"":[37.8742752,-6.8718221,0]}",5277
PS1107057,Nongwe,"{""type"":""Point"",""coordinates"":[36.9358509,-6.4543304,0]}",5296
PS1103140,Mbwade,"{""type"":""Point"",""coordinates"":[37.819035,-7.374194,0]}",5320
PS1105019,Ketaketa,"{""type"":""Point"",""coordinates"":[36.7406175,-9.1001134,0]}",5338
PS1102132,Myombo,"{""type"":""Point"",""coordinates"":[36.9538319,-6.9135299,0]}",5353
PS1106090,Mnyanza,"{""type"":""Point"",""coordinates"":[37.5696587,-6.9247841,0]}",5369
PS1104025,Kauzeni,"{""type"":""Point"",""coordinates"":[37.5862474,-6.89732133,0]}",5392
